UTK,11.222,169.852005,"Utirik Airport"
OCA,25.325399398804,-80.274803161621,"Ocean Reef Club Airport"
PQS,61.934601,-162.899994,"Pilot Station Airport"
CSE,38.8518981934,-106.93282,"Buckhorn Ranch Airport"
JCY,30.251800537100003,-98.62249755859999,"LBJ Ranch Airport"
PMX,42.223300933800004,-72.31140136719999,"Metropolitan Airport"
WLR,55.6012992859,-131.636993408,"Loring Seaplane Base"
NUP,60.905591,-162.440454,"Nunapitchuk Airport"
PTC,55.803,-133.597,"Port Alice Seaplane Base"
ICY,59.96900177,-141.662002563,"Icy Bay Airport"
PPV,56.328800201416,-133.61000061035,"Port Protection Seaplane Base"
KKK,64.4166256967,-156.820392609,"Kalakaket Creek AS Airport"
MHS,41.263199,-122.272003,"Dunsmuir Muni-Mott Airport"
ELW,60.893818,-146.704038,"Ellamar Seaplane Base"
LVD,61.3591003418,-155.440002441,"Lime Village Airport"
FIV,57.26990127559999,-133.630996704,"Five Finger CG Heliport"
HGZ,66.2161026,-155.6690063,"Hog River Airport"
OTN,38.851398468,-87.4997024536,"Ed-Air Airport"
TLF,63.393901824951,-153.26899719238,"Telida Airport"
BZT,28.982200622559,-95.579696655273,"Eagle Air Park"
HBH,57.412201,-133.43848,"Entrance Island Seaplane Base"
FAK,57.5321998596,-135.212997437,"False Island Seaplane Base"
BYW,48.578998565700005,-122.825996399,"Blakely Island Airport"
DRF,60.588901519800004,-152.162002563,"Drift River Airport"
BDF,41.230899810800004,-89.61569976810001,"Rinkenberger Restricted Landing Area"
VRS,38.427799224854,-92.875198364258,"Roy Otten Memorial Airfield"
GDH,59.7470016479,-158.875,"Golden Horn Lodge Seaplane Base"
ATT,60.866699,-162.272995,"Atmautluak Airport"
LIV,65.467,-148.6534,"Livengood Camp Airport"
PDB,59.7896003723,-154.12399292,"Pedro Bay Airport"
KOZ,57.925362,-152.496715,"Ouzinkie Airport"
TNK,60.575500488281,-165.27200317383,"Tununak Airport"
EVA,30.3209991455,-94.07350158690001,"Ben Bruce Memorial Airpark"
WHD,55.903324,-130.009975,"Hyder Seaplane Base"
TKI,55.9370994568,-133.32699585,"Tokeen Seaplane Base"
WKK,59.2826004028,-158.617996216,"Aleknagik / New Airport"
WFB,55.349899,-131.677002,"Ketchikan Harbor Seaplane Base"
NNK,58.732898712158,-157.02000427246,"Naknek Airport"
BKF,58.554798126221,-155.77699279785,"Lake Brooks Seaplane Base"
BCS,29.8661003113,-90.0222015381,"Southern Seaplane Airport"
SPQ,33.7491989136,-118.275001526,"Catalina Air-Sea Terminal Heliport"
TSS,40.74259948730469,-73.97209930419922,"East 34th Street Heliport"
QNY,40.734001,-73.9729,"New York Skyports Inc Seaplane Base"
BWL,36.7958984375,-97.3170013428,"Earl Henry Airport"
WYB,55.9163017273,-131.800994873,"Yes Bay Lodge Seaplane Base"
CWS,48.4901008606,-122.832000732,"Center Island Airport"
TEK,60.871449,-146.690297,"Tatitlek Airport"
DUF,36.2535018921,-75.7884979248,"Pine Island Airport"
SSW,48.672901153564,-123.17600250244,"Stuart Island Airpark"
FOB,39.4743003845,-123.79599762,"Fort Bragg Airport"
PUL,47.734001159668,-122.64700317383,"Port of Poulsbo Marina Moorage Seaplane Base"
CCD,34.060798645,-118.417999268,"Century City Heliport"
WMK,55.7396011353,-132.255004883,"Meyers Chuck Seaplane Base"
AXB,44.312002,-75.90034,"Maxson Airfield"
REE,33.590301513672,-102.03700256348,"Reese Airpark"
WDN,48.7117996216,-123.017997742,"Waldronaire Airport"
WWP,56.116299,-133.121994,"Whale Pass Seaplane Float Harbor Facility"
CHU,61.579102,-159.216003,"Chuathbaluk Airport"
UGS,57.5279006958,-157.399002075,"Ugashik Airport"
PSQ,39.859001159668,-75.299598693848,"Philadelphia Seaplane Base"
KLL,59.128101348899996,-156.85899353,"Levelock Airport"
SGW,56.8862991333,-134.158004761,"Saginaw Seaplane Base"
WTL,60.3353004456,-162.667007446,"Tuntutuliak Airport"
TWA,59.07559967041,-160.27299499512,"Twin Hills Airport"
KCQ,56.2550010681,-158.774993896,"Chignik Lake Airport"
AAD,6.095802,46.6375,"Adado Airport"
ABP,-6.0655555555600005,141.095277778,"Atkamba Airport"
ABW,-10.1956,148.7389,"Abau Airport"
ALV,42.511174,1.533551,"Andorra la Vella Heliport"
ADC,-7.13722222222,145.744722222,"Andakombe Airport"
ADV,11.4023,26.1186,"El Daein Airport"
DJH,24.988967,55.023796,"Jebel Ali Seaplane Base"
AEE,10.0536111111,32.9594444444,"Adareil Airport"
AEI,36.12888,-5.441118,"Algeciras Heliport"
AEK,-7.35080485552,146.19386673,"Aseki Airport"
URZ,32.9029998779,66.630897522,"Orūzgān Airport"
OLR,33.363800048799995,69.9561004639,"Salerno Landing Zone Airport"
AFK,7.284,81.644,"Kondavattavana Tank Seaplane Base"
AFR,-9.142222222220001,148.390833333,"Afore Airstrip"
AFT,-9.19138888889,160.948611111,"Afutara Aerodrome"
RNA,-9.86054358262,161.979546547,"Ulawa Airport"
ATD,-8.87333,161.011002,"Uru Harbour Airport"
VEV,-7.912779808044434,156.70599365234375,"Barakoma Airport"
GEF,-7.575829982757568,156.5970001220703,"Geva Airport"
AGG,-4.05583333333,144.073888889,"Angoram Airport"
AKS,-8.70257,160.682007,"Gwaunaru'u Airport"
BNY,-11.302222222200001,159.798333333,"Bellona/Anua Airport"
CHY,-6.711944,156.396111,"Choiseul Bay Airport"
